build,race,faction,dps,stdev,standard_error,iterations,oom_seconds,spell_hit_adjustment,melee_hit_adjustment,spell_hit_final,melee_hit_final,hit_budget_model,hit_rating_delta,offensive_budget_before,budget_balance,talents
Affliction,Troll,Horde,796.6913203452744,31.785199630378465,0.4495106040001751,5000,0.0077181819422000005,2.0999999999999996,2.0999999999999996,16,16,linear-v1,20.999999999999996,491.99999999999994,-1.7763568394002505e-15,2525000013520105--0550015103
Affliction,Undead,Horde,802.2317675986383,31.853961305181063,0.4504830409309483,5000,0.0095,2.0999999999999996,2.0999999999999996,16,16,linear-v1,20.999999999999996,491.99999999999994,-1.7763568394002505e-15,2525000013520105--0550015103
DS/Ruin,Orc,Horde,764.3118319615799,34.60205062699706,0.48934689282619703,5000,0.002,2.0999999999999996,2.0999999999999996,16,16,linear-v1,20.999999999999996,491.99999999999994,-1.7763568394002505e-15,252200001351-0025003001-0550005103
DS/Ruin,Troll,Horde,760.5067488752679,33.65196429061589,0.47591064300284075,5000,0.0011272727492,2.0999999999999996,2.0999999999999996,16,16,linear-v1,20.999999999999996,491.99999999999994,-1.7763568394002505e-15,252200001351-0025003001-0550005103
DS/Ruin,Undead,Horde,768.4921154619506,34.6811432942235,0.49046543205295595,5000,0.0015,2.0999999999999996,2.0999999999999996,16,16,linear-v1,20.999999999999996,491.99999999999994,-1.7763568394002505e-15,252200001351-0025003001-0550005103
Destruction,Orc,Horde,785.6033459421175,21.76758039531914,0.30784007415107023,5000,0.0013,2.0999999999999996,2.0999999999999996,16,16,linear-v1,20.999999999999996,487.57142857142856,1.7763568394002505e-15,2521000003-0005-0050355103101351
Destruction,Troll,Horde,780.6585453903582,21.32190088983645,0.3015372141398167,5000,0.0010727272919999998,2.0999999999999996,2.0999999999999996,16,16,linear-v1,20.999999999999996,487.57142857142856,1.7763568394002505e-15,2521000003-0005-0050355103101351
Destruction,Undead,Horde,790.3393053582186,21.69032634885556,0.30674753694850027,5000,0.001,2.0999999999999996,2.0999999999999996,16,16,linear-v1,20.999999999999996,487.57142857142856,1.7763568394002505e-15,2521000003-0005-0050355103101351
Fury,Orc,Horde,794.3134328325028,33.260855319222934,0.4703795268857437,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,456,1.3322676295501878e-15,20305113002-050520035151010051
Fury (Sunder),Orc,Horde,757.7063780106703,33.424989053967415,0.47270072842292965,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,456,1.3322676295501878e-15,20305113002-050520035151010051
Fury,Tauren,Horde,781.0061449453276,32.673716476095784,0.46207612973627904,5000,0,0.09999999999999964,0.09999999999999964,9,9,linear-v1,0.9999999999999964,445,2.7755575615628914e-17,20305113002-050520035151010051
Fury (Sunder),Tauren,Horde,744.9749337504654,33.23000641092866,0.46994325744080206,5000,0,0.09999999999999964,0.09999999999999964,9,9,linear-v1,0.9999999999999964,445,2.7755575615628914e-17,20305113002-050520035151010051
Fury,Troll,Horde,775.8711468115824,32.866479181231924,0.4648022060555116,5000,0,1.0999999999999996,1.0999999999999996,9,9,linear-v1,10.999999999999996,439,1.3322676295501878e-15,20305113002-050520035151010051
Fury (Sunder),Troll,Horde,740.1362282598556,34.234904821403944,0.4841546670498152,5000,0,1.0999999999999996,1.0999999999999996,9,9,linear-v1,10.999999999999996,439,1.3322676295501878e-15,20305113002-050520035151010051
Fury,Undead,Horde,802.2857641070083,32.72480934896118,0.4627986920737475,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,456,1.3322676295501878e-15,20305113002-050520035151010051
Fury (Sunder),Undead,Horde,766.9838872081306,33.633745206053575,0.4756529862380203,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,456,1.3322676295501878e-15,20305113002-050520035151010051
Fury,Windshaper,Horde,783.1459181889119,31.33885900607189,0.44319839435685077,5000,0,1.0999999999999996,1.0999999999999996,9,9,linear-v1,10.999999999999996,437,-8.881784197001252e-16,20305113002-050520035151010051
Fury (Sunder),Windshaper,Horde,746.6807370370814,32.87409669604367,0.46490993398309516,5000,0,1.0999999999999996,1.0999999999999996,9,9,linear-v1,10.999999999999996,437,-8.881784197001252e-16,20305113002-050520035151010051
Arms,Orc,Horde,734.0965251268675,34.913857369763996,0.4937565060708008,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,441,1.3322676295501878e-15,20305213132515001-550500000002
Arms,Tauren,Horde,731.1422320786876,34.56887212325892,0.48887767792653974,5000,0,1.0999999999999996,1.0999999999999996,9,9,linear-v1,10.999999999999996,439,8.881784197001252e-16,20305213132515001-550500000002
Arms,Troll,Horde,729.0051185899761,33.52710733788995,0.47414489904382484,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,439,-8.881784197001252e-16,20305213132515001-550500000002
Arms,Undead,Horde,737.6241674025817,35.195063337622024,0.49773335900645155,5000,0,1.0999999999999996,1.0999999999999996,9,9,linear-v1,10.999999999999996,430,-1.3322676295501878e-15,20305213132515001-550500000002
Arms,Windshaper,Horde,730.7078032989183,35.106304169984284,0.49647811481986914,5000,0,2.0999999999999996,2.0999999999999996,9,9,linear-v1,20.999999999999996,439,-8.881784197001252e-16,20305213132515001-550500000002
Pet/Melee,Tauren,Horde,927.3869390655414,30.432969159307778,0.43038717728375186,5000,0,-0.9000000000000004,-0.9000000000000004,9,9,linear-v1,-9.000000000000004,460,0,53200005001-005005-5302002300502201
Pet/Melee,Windshaper,Horde,930.3686712784133,30.19615138574261,0.4270380682118832,5000,0,0.09999999999999964,0.09999999999999964,9,9,linear-v1,0.9999999999999964,460,2.7755575615628914e-17,53200005001-005005-5302002300502201
Pet/Melee,Orc,Horde,944.5708715230429,31.248050823258883,0.4419141727197647,5000,0,0.09999999999999964,0.09999999999999964,9,9,linear-v1,0.9999999999999964,460,2.7755575615628914e-17,53200005001-005005-5302002300502201
Pet/Melee,Troll,Horde,930.7022789450809,30.860289754769745,0.43643040309958847,5000,0,0.09999999999999964,0.09999999999999964,9,9,linear-v1,0.9999999999999964,460,2.7755575615628914e-17,53200005001-005005-5302002300502201
Arcane–Frost,Orc,Horde,711.3240521109238,26.390481115454293,0.37321776311026506,5000,0,2.0999999999999996,2.0999999999999996,11,11,linear-v1,20.999999999999996,487.57142857142856,1.7763568394002505e-15,05020500310031053--05550002010003002
Arcane–Frost,Troll,Horde,711.2827532148142,26.71107759625113,0.3777516820221848,5000,0,2.0999999999999996,2.0999999999999996,11,11,linear-v1,20.999999999999996,487.57142857142856,1.7763568394002505e-15,05020500310031053--05550002010003002
Arcane–Frost,Undead,Horde,719.1124690728759,26.722841041683303,0.37791804226288894,5000,0,2.0999999999999996,2.0999999999999996,11,11,linear-v1,20.999999999999996,487.57142857142856,1.7763568394002505e-15,05020500310031053--05550002010003002
2H Bloodthirst,Orc,Horde,743.144419310267,34.84877602355999,0.49283611684620876,5000,0,-0.9000000000000004,-0.9000000000000004,6,9,linear-v1,-9.000000000000004,441,-4.440892098500626e-16,30304203032-050500320051310051
2H Bloodthirst,Tauren,Horde,731.9275034726523,34.40077097054695,0.4865003686263816,5000,0,-1.9000000000000004,-1.9000000000000004,6,9,linear-v1,-19.000000000000004,439,-8.881784197001252e-16,30304203032-050500320051310051
2H Bloodthirst,Undead,Horde,736.9118962950749,33.851597060579444,0.47873387671060647,5000,0,-1.9000000000000004,-1.9000000000000004,6,9,linear-v1,-19.000000000000004,430,-4.440892098500626e-16,30304203032-050500320051310051
2H Bloodthirst,Troll,Horde,732.842805880925,33.209546207376505,0.46965390646727834,5000,0,-0.9000000000000004,-0.9000000000000004,6,9,linear-v1,-9.000000000000004,439,0,30304203032-050500320051310051
2H Bloodthirst,Windshaper,Horde,726.2055929998165,33.771393729400714,0.47759963032360186,5000,0,-0.9000000000000004,-0.9000000000000004,6,9,linear-v1,-9.000000000000004,439,0,30304203032-050500320051310051
Physical Ret,Undead,Horde,933.5244498149247,40.14412984406096,0.5677237287513753,5000,0.020602366433999996,6.1,6.1,16,16,linear-v1,61,414,0,250003003-232-052250310012330301
